Entrez Gene ID	Gene Symbol	Gene Name
4439	MSH5	mutS homolog 5 (E. coli)
51763	INPP5K	inositol polyphosphate-5-phosphatase K
5704	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4
642590	LOC642590	spermine synthase pseudogene
343930	MSGN1	mesogenin 1
55959	SULF2	sulfatase 2
10288	LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2
84668	FAM126A	family with sequence similarity 126, member A
163732	CITED4	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4
225689	MAPK15	mitogen-activated protein kinase 15
84318	CCDC77	coiled-coil domain containing 77
51237	MZB1	marginal zone B and B1 cell-specific protein
100129835	[No Symbol]	[No Name]
4747	NEFL	neurofilament, light polypeptide
359803	MRPS17P1	mitochondrial ribosomal protein S17 pseudogene 1
27342	RABGEF1	RAB guanine nucleotide exchange factor (GEF) 1
11213	IRAK3	interleukin-1 receptor-associated kinase 3
1439	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
84144	SYDE2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)
400539	FLJ27243	FLJ27243 protein
645996	NAP1L6	nucleosome assembly protein 1-like 6
285636	C5orf51	chromosome 5 open reading frame 51
26049	FAM169A	family with sequence similarity 169, member A
79066	METTL16	methyltransferase like 16
402096	LOC402096	uncharacterized protein C6orf106-like
7775	ZNF232	zinc finger protein 232
2504	FTH1P12	ferritin, heavy polypeptide 1 pseudogene 12
539	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit
79811	SLTM	SAFB-like, transcription modulator
8535	CBX4	chromobox homolog 4
100132060	[No Symbol]	[No Name]
93654	ST7-AS2	ST7 antisense RNA 2 (non-protein coding)
100129750	[No Symbol]	[No Name]
8892	EIF2B2	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa
392371	KRT18P13	keratin 18 pseudogene 13
8335	HIST1H2AB	histone cluster 1, H2ab
4154	MBNL1	muscleblind-like (Drosophila)
29080	CCDC59	coiled-coil domain containing 59
87	ACTN1	actinin, alpha 1
374879	ZNF699	zinc finger protein 699
100129683	LOC100129683	WEE1 homolog (S. pombe) pseudogene
137835	TMEM71	transmembrane protein 71
152006	RNF38	ring finger protein 38
642852	LOC642852	hypothetical LOC642852
23552	CDK20	cyclin-dependent kinase 20
100131049	[No Symbol]	[No Name]
904	CCNT1	cyclin T1
121274	ZNF641	zinc finger protein 641
16	AARS	alanyl-tRNA synthetase
100128810	[No Symbol]	[No Name]
100129854	LOC100129854	arginase, type II pseudogene
11138	TBC1D8	TBC1 domain family, member 8 (with GRAM domain)
387882	C12orf75	chromosome 12 open reading frame 75
648154	[No Symbol]	[No Name]
6404	SELPLG	selectin P ligand
55070	DET1	de-etiolated homolog 1 (Arabidopsis)
1486	CTBS	chitobiase, di-N-acetyl-
55363	HEMGN	hemogen
292	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5
100131212	[No Symbol]	[No Name]
10140	TOB1	transducer of ERBB2, 1
5217	PFN2	profilin 2
3006	HIST1H1C	histone cluster 1, H1c
1787	TRDMT1	tRNA aspartic acid methyltransferase 1
8303	SNN	stannin
729142	[No Symbol]	[No Name]
152118	C3orf79	chromosome 3 open reading frame 79
23468	CBX5	chromobox homolog 5
254427	C10orf47	chromosome 10 open reading frame 47
3959	LGALS3BP	lectin, galactoside-binding, soluble, 3 binding protein
3687	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)
25845	PP7080	hypothetical LOC25845
64776	C11orf1	chromosome 11 open reading frame 1
58497	PRUNE	prune homolog (Drosophila)
23198	PSME4	proteasome (prosome, macropain) activator subunit 4
645397	LOC645397	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene
239	ALOX12	arachidonate 12-lipoxygenase
100113384	SNORD123	small nucleolar RNA, C/D box 123
93624	TADA2B	transcriptional adaptor 2B
79758	DHRS12	dehydrogenase/reductase (SDR family) member 12
201229	C17orf108	chromosome 17 open reading frame 108
8342	HIST1H2BM	histone cluster 1, H2bm
57205	ATP10D	ATPase, class V, type 10D
10322	SMYD5	SMYD family member 5
25949	SYF2	SYF2 homolog, RNA splicing factor (S. cerevisiae)
391211	OR2G6	olfactory receptor, family 2, subfamily G, member 6
100131717	[No Symbol]	[No Name]
2041	EPHA1	EPH receptor A1
340526	RGAG4	retrotransposon gag domain containing 4
100129478	LOC100129478	uncharacterized protein C4orf46-like
84541	KBTBD8	kelch repeat and BTB (POZ) domain containing 8
8811	GALR2	galanin receptor 2
728819	LOC728819	hCG1645220
219473	OR8K3	olfactory receptor, family 8, subfamily K, member 3
100129969	LOC100129969	transmembrane protein C9orf144B pseudogene
100132049	RPS19P4	ribosomal protein S19 pseudogene 4
100127911	ST13P12	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12
64764	CREB3L2	cAMP responsive element binding protein 3-like 2
727941	LOC727941	similar to RIKEN cDNA 4930443G12
79314	OR4K6P	olfactory receptor, family 4, subfamily K, member 6 pseudogene
403274	OR5H15	olfactory receptor, family 5, subfamily H, member 15
472	ATM	ataxia telangiectasia mutated
916	CD3E	CD3e molecule, epsilon (CD3-TCR complex)
144608	C12orf60	chromosome 12 open reading frame 60
93550	ANUBL1	AN1, ubiquitin-like, homolog (Xenopus laevis)
648415	[No Symbol]	[No Name]
7294	TXK	TXK tyrosine kinase
51070	NOSIP	nitric oxide synthase interacting protein
158714	[No Symbol]	[No Name]
4609	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
100129973	LOC100129973	hypothetical LOC100129973
29965	C16orf5	chromosome 16 open reading frame 5
65010	SLC26A6	solute carrier family 26, member 6
619208	C6orf225	chromosome 6 open reading frame 225
122011	CSNK1A1L	casein kinase 1, alpha 1-like
91603	ZNF830	zinc finger protein 830
5264	PHYH	phytanoyl-CoA 2-hydroxylase
390099	LOC390099	MAS-related GPR, member X3 pseudogene
100129251	FTLP4	ferritin, light polypeptide pseudogene 4
7035	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
80213	TM2D3	TM2 domain containing 3
57622	LRFN1	leucine rich repeat and fibronectin type III domain containing 1
8526	DGKE	diacylglycerol kinase, epsilon 64kDa
6280	S100A9	S100 calcium binding protein A9
56616	DIABLO	diablo, IAP-binding mitochondrial protein
4956	ODF1	outer dense fiber of sperm tails 1
64968	MRPS6	mitochondrial ribosomal protein S6
647259	[No Symbol]	[No Name]
51637	C14orf166	chromosome 14 open reading frame 166
79652	TMEM204	transmembrane protein 204
391559	LOC391559	vesicle transport through interaction with t-SNAREs homolog 1B (yeast) pseudogene
441172	FLJ46906	hypothetical LOC441172
388907	RPL5P34	ribosomal protein L5 pseudogene 34
152007	GLIPR2	GLI pathogenesis-related 2
3301	DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1
1183	CLCN4	chloride channel 4
153364	MBLAC2	metallo-beta-lactamase domain containing 2
1938	EEF2	eukaryotic translation elongation factor 2
219681	ARMC3	armadillo repeat containing 3
138716	C9orf23	chromosome 9 open reading frame 23
79134	TMEM185B	transmembrane protein 185B
158586	ZXDB	zinc finger, X-linked, duplicated B
727789	RWDD1P3	RWD domain containing 1 pseudogene 3
22984	PDCD11	programmed cell death 11
139302	[No Symbol]	[No Name]
54431	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
148213	ZNF681	zinc finger protein 681
85443	DCLK3	doublecortin-like kinase 3
51669	TMEM66	transmembrane protein 66
100131183	HMGN2P30	high mobility group nucleosomal binding domain 2 pseudogene 30
93323	HAUS8	HAUS augmin-like complex, subunit 8
10172	ZNF256	zinc finger protein 256
286828	CSN1S2AP	casein alpha s2-like A, pseudogene
100130183	RPS24P19	ribosomal protein S24 pseudogene 19
84843	MGC15705	hypothetical protein MGC15705
5816	PVALB	parvalbumin
57396	CLK4	CDC-like kinase 4
23405	DICER1	dicer 1, ribonuclease type III
60313	GPBP1L1	GC-rich promoter binding protein 1-like 1
2590	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)
2052	EPHX1	epoxide hydrolase 1, microsomal (xenobiotic)
203286	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
91404	SESTD1	SEC14 and spectrin domains 1
51147	ING4	inhibitor of growth family, member 4
391121	OR10J4	olfactory receptor, family 10, subfamily J, member 4 (gene/pseudogene)
497661	C18orf32	chromosome 18 open reading frame 32
100133015	[No Symbol]	[No Name]
54879	ST7L	suppression of tumorigenicity 7 like
23548	TTC33	tetratricopeptide repeat domain 33
162993	ZNF846	zinc finger protein 846
64772	ENGASE	endo-beta-N-acetylglucosaminidase
163131	ZNF780B	zinc finger protein 780B
5431	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa
55286	C4orf19	chromosome 4 open reading frame 19
49854	ZNF295	zinc finger protein 295
55763	EXOC1	exocyst complex component 1
441666	LOC441666	zinc finger protein 91 pseudogene
2971	GTF3A	general transcription factor IIIA
158584	FAAH2	fatty acid amide hydrolase 2
131149	OTOL1	otolin 1
2323	FLT3LG	fms-related tyrosine kinase 3 ligand
100129727	TMED10P2	transmembrane emp24-like trafficking protein 10 (yeast) pseudogene 2
1659	DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8
1742	DLG4	discs, large homolog 4 (Drosophila)
80741	LY6G5C	lymphocyte antigen 6 complex, locus G5C
308	ANXA5	annexin A5
100129562	[No Symbol]	[No Name]
92806	CENPBD1	CENPB DNA-binding domains containing 1
26292	MYCBP	c-myc binding protein
647038	[No Symbol]	[No Name]
163778	SPRR4	small proline-rich protein 4
1473	CST5	cystatin D
284383	OR2Z1	olfactory receptor, family 2, subfamily Z, member 1
4772	NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
1265	CNN2	calponin 2
401152	C4orf3	chromosome 4 open reading frame 3
51232	CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like)
92346	C1orf105	chromosome 1 open reading frame 105
3397	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
644397	LOC644397	leucine-rich repeat-containing protein 37A2-like
8896	BUD31	BUD31 homolog (S. cerevisiae)
10009	ZBTB33	zinc finger and BTB domain containing 33
56160	NDNL2	necdin-like 2
53838	C11orf24	chromosome 11 open reading frame 24
9046	DOK2	docking protein 2, 56kDa
30011	SH3KBP1	SH3-domain kinase binding protein 1
7157	TP53	tumor protein p53
161779	PGBD4	piggyBac transposable element derived 4
6990	DYNLT3	dynein, light chain, Tctex-type 3
647034	RPS14P10	ribosomal protein S14 pseudogene 10
728805	LOC728805	hypothetical protein LOC728805
84779	NAA11	N(alpha)-acetyltransferase 11, NatA catalytic subunit
1690	COCH	coagulation factor C homolog, cochlin (Limulus polyphemus)
124274	GPR139	G protein-coupled receptor 139
25816	TNFAIP8	tumor necrosis factor, alpha-induced protein 8
84287	ZDHHC16	zinc finger, DHHC-type containing 16
10927	SPIN1	spindlin 1
51266	CLEC1B	C-type lectin domain family 1, member B
10471	PFDN6	prefoldin subunit 6
729992	ST13P1	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 1
79857	FLJ13224	hypothetical LOC79857
54931	RG9MTD1	RNA (guanine-9-) methyltransferase domain containing 1
79339	OR51B4	olfactory receptor, family 51, subfamily B, member 4
54737	MPHOSPH8	M-phase phosphoprotein 8
130813	C2orf50	chromosome 2 open reading frame 50
6282	S100A11	S100 calcium binding protein A11
286550	CYCSP46	cytochrome c, somatic pseudogene 46
100131925	[No Symbol]	[No Name]
26273	FBXO3	F-box protein 3
199834	LCE4A	late cornified envelope 4A
222161	DKFZP586I1420	hypothetical protein DKFZp586I1420
55793	FAM63A	family with sequence similarity 63, member A
28907	IGKV5-2	immunoglobulin kappa variable 5-2
1723	DHODH	dihydroorotate dehydrogenase
81110	OR11J2P	olfactory receptor, family 11, subfamily J, member 2 pseudogene
79658	ARHGAP10	Rho GTPase activating protein 10
84830	C6orf105	chromosome 6 open reading frame 105
11264	PXMP4	peroxisomal membrane protein 4, 24kDa
6749	SSRP1	structure specific recognition protein 1
644988	FAM108A7P	family with sequence similarity 108, member A7, pseudogene
167	CRISP1	cysteine-rich secretory protein 1
100129808	RPL24P6	ribosomal protein L24 pseudogene 6
57708	MIER1	mesoderm induction early response 1 homolog (Xenopus laevis)
644669	LOC644669	ankyrin repeat domain 30B pseudogene
55350	VNN3	vanin 3
100131316	LOC100131316	hypothetical LOC100131316
27032	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
442260	RPL23AP46	ribosomal protein L23a pseudogene 46
54682	MANSC1	MANSC domain containing 1
647283	LOC647283	hCG1820717
22869	ZNF510	zinc finger protein 510
90273	CEACAM21	carcinoembryonic antigen-related cell adhesion molecule 21
83480	PUS3	pseudouridylate synthase 3
728504	[No Symbol]	[No Name]
57152	SLURP1	secreted LY6/PLAUR domain containing 1
84699	CREB3L3	cAMP responsive element binding protein 3-like 3
51650	MRPS33	mitochondrial ribosomal protein S33
100131041	LOC100131041	FK506 binding protein pseudogene
51571	FAM49B	family with sequence similarity 49, member B
23325	KIAA1033	KIAA1033
6124	RPL4	ribosomal protein L4
55832	CAND1	cullin-associated and neddylation-dissociated 1
64393	ZMAT3	zinc finger, matrin-type 3
56849	TCEAL7	transcription elongation factor A (SII)-like 7
342926	ZNF677	zinc finger protein 677
11128	POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa
5557	PRIM1	primase, DNA, polypeptide 1 (49kDa)
80331	DNAJC5	DnaJ (Hsp40) homolog, subfamily C, member 5
402415	XKRX	XK, Kell blood group complex subunit-related, X-linked
100130327	LOC100130327	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5-like
646324	LOC646324	hypothetical LOC646324
100132623	[No Symbol]	[No Name]
124961	ZFP3	zinc finger protein 3 homolog (mouse)
58486	ZBED5	zinc finger, BED-type containing 5
728774	RPS15AP25	ribosomal protein S15a pseudogene 25
26225	ARL5A	ADP-ribosylation factor-like 5A
353144	LCE3C	late cornified envelope 3C
146723	C17orf77	chromosome 17 open reading frame 77
346085	GAPDHP72	glyceraldehyde-3-phosphate dehydrogenase pseudogene 72
55279	ZNF654	zinc finger protein 654
1776	DNASE1L3	deoxyribonuclease I-like 3
389257	LRRC14B	leucine rich repeat containing 14B
50616	IL22	interleukin 22
100128144	LOC100128144	ribosomal protein L32 pseudogene
728914	LOC728914	histone H3.3-like
134429	STARD4	StAR-related lipid transfer (START) domain containing 4
79614	[No Symbol]	[No Name]
8994	LIMD1	LIM domains containing 1
55640	FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2
126037	EEF1DP1	eukaryotic translation elongation factor 1 delta pseudogene 1
401687	OR5J1P	olfactory receptor, family 5, subfamily J, member 1 pseudogene
50964	SOST	sclerostin
441878	RPS4XP4	ribosomal protein S4X pseudogene 4
26031	OSBPL3	oxysterol binding protein-like 3
253482	[No Symbol]	[No Name]
727923	[No Symbol]	[No Name]
9587	MAD2L1BP	MAD2L1 binding protein
819	CAMLG	calcium modulating ligand
57097	PARP11	poly (ADP-ribose) polymerase family, member 11
5693	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5
644693	[No Symbol]	[No Name]
92285	ZNF585B	zinc finger protein 585B
57599	WDR48	WD repeat domain 48
100130079	LOC100130079	ret finger protein-like 4A pseudogene
28951	TRIB2	tribbles homolog 2 (Drosophila)
3012	HIST1H2AE	histone cluster 1, H2ae
285386	TPRG1	tumor protein p63 regulated 1
100131641	LOC100131641	RNA binding motif protein 22 pseudogene
64167	ERAP2	endoplasmic reticulum aminopeptidase 2
2273	FHL1	four and a half LIM domains 1
84250	ANKRD32	ankyrin repeat domain 32
8874	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7
400652	RPS3AP49	ribosomal protein S3a pseudogene 49
11057	ABHD2	abhydrolase domain containing 2
1203	CLN5	ceroid-lipofuscinosis, neuronal 5
79979	TRMT2B	TRM2 tRNA methyltransferase 2 homolog B (S. cerevisiae)
23264	ZC3H7B	zinc finger CCCH-type containing 7B
729950	LOC729950	hypothetical LOC729950
153218	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)
9887	SMG7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
131118	DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19
93556	EGFEM1P	EGF-like and EMI domain containing 1, pseudogene
81566	CSRNP2	cysteine-serine-rich nuclear protein 2
221060	C10orf111	chromosome 10 open reading frame 111
7757	ZNF208	zinc finger protein 208
60685	ZFAND3	zinc finger, AN1-type domain 3
100128046	PP13439	hypothetical LOC100128046
121260	SLC15A4	solute carrier family 15, member 4
83795	KCNK16	potassium channel, subfamily K, member 16
93035	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1
140831	ZSWIM3	zinc finger, SWIM-type containing 3
6240	RRM1	ribonucleotide reductase M1
647115	FLJ36848	hypothetical LOC647115
51341	ZBTB7A	zinc finger and BTB domain containing 7A
100132940	LOC100132940	protein slowmo homolog 2-like
644022	RPL22P19	ribosomal protein L22 pseudogene 19
23002	DAAM1	dishevelled associated activator of morphogenesis 1
339983	NAT8L	N-acetyltransferase 8-like (GCN5-related, putative)
389634	LOC389634	hypothetical LOC389634
80201	HKDC1	hexokinase domain containing 1
1446	CSN1S1	casein alpha s1
728217	[No Symbol]	[No Name]
220359	TIGD3	tigger transposable element derived 3
23389	MED13L	mediator complex subunit 13-like
7364	UGT2B7	UDP glucuronosyltransferase 2 family, polypeptide B7
130733	TMEM178	transmembrane protein 178
440695	ETV3L	ets variant 3-like
84798	C19orf48	chromosome 19 open reading frame 48
9975	NR1D2	nuclear receptor subfamily 1, group D, member 2
401588	LOC401588	hypothetical LOC401588
84926	SPRYD3	SPRY domain containing 3
65083	NOL6	nucleolar protein family 6 (RNA-associated)
114798	SLITRK1	SLIT and NTRK-like family, member 1
84692	CCDC54	coiled-coil domain containing 54
54742	LY6K	lymphocyte antigen 6 complex, locus K
83744	ZNF484	zinc finger protein 484
56683	C21orf59	chromosome 21 open reading frame 59
100128750	LOC100128750	hypothetical LOC100128750
81440	OR6R1P	olfactory receptor, family 6, subfamily R, member 1 pseudogene
55623	THUMPD1	THUMP domain containing 1
197370	NSMCE1	non-SMC element 1 homolog (S. cerevisiae)
25775	C22orf24	chromosome 22 open reading frame 24
9648	GCC2	GRIP and coiled-coil domain containing 2
137	ADORA2BP1	adenosine A2b receptor pseudogene 1
100130512	[No Symbol]	[No Name]
118672	PSTK	phosphoseryl-tRNA kinase
151903	CCDC12	coiled-coil domain containing 12
28989	METTL11A	methyltransferase like 11A
4141	MARS	methionyl-tRNA synthetase
135932	TMEM139	transmembrane protein 139
677766	SCARNA2	small Cajal body-specific RNA 2
55859	BEX1	brain expressed, X-linked 1
5090	PBX3	pre-B-cell leukemia homeobox 3
100131614	RPS4XP22	ribosomal protein S4X pseudogene 22
170958	ZNF525	zinc finger protein 525
64112	MOAP1	modulator of apoptosis 1
64976	MRPL40	mitochondrial ribosomal protein L40
