Entrez Gene ID	Gene Symbol	Gene Name
79695	GALNT12	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)
267	AMFR	autocrine motility factor receptor
9975	NR1D2	nuclear receptor subfamily 1, group D, member 2
11128	POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa
472	ATM	ataxia telangiectasia mutated
81325	OR4A18P	olfactory receptor, family 4, subfamily A, member 18 pseudogene
1964	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
140461	ASB8	ankyrin repeat and SOCS box containing 8
22898	DENND3	DENN/MADD domain containing 3
4077	NBR1	neighbor of BRCA1 gene 1
58515	SELK	selenoprotein K
100133015	[No Symbol]	[No Name]
9360	PPIG	peptidylprolyl isomerase G (cyclophilin G)
3434	IFIT1	interferon-induced protein with tetratricopeptide repeats 1
8336	HIST1H2AM	histone cluster 1, H2am
814	CAMK4	calcium/calmodulin-dependent protein kinase IV
401152	C4orf3	chromosome 4 open reading frame 3
25793	FBXO7	F-box protein 7
55602	CDKN2AIP	CDKN2A interacting protein
64772	ENGASE	endo-beta-N-acetylglucosaminidase
11320	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
402096	LOC402096	uncharacterized protein C6orf106-like
27018	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1
100130731	LOC100130731	proteasome (prosome, macropain) subunit, beta type, 1 pseudogene
10627	MYL12A	myosin, light chain 12A, regulatory, non-sarcomeric
1776	DNASE1L3	deoxyribonuclease I-like 3
728545	[No Symbol]	[No Name]
54496	PRMT7	protein arginine methyltransferase 7
728504	[No Symbol]	[No Name]
9252	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5
201931	TMEM192	transmembrane protein 192
84919	PPP1R15B	protein phosphatase 1, regulatory (inhibitor) subunit 15B
4013	VWA5A	von Willebrand factor A domain containing 5A
55622	TTC27	tetratricopeptide repeat domain 27
9572	NR1D1	nuclear receptor subfamily 1, group D, member 1
5788	PTPRC	protein tyrosine phosphatase, receptor type, C
283537	SLC46A3	solute carrier family 46, member 3
9342	SNAP29	synaptosomal-associated protein, 29kDa
6124	RPL4	ribosomal protein L4
151457	LOC151457	developmentally regulated GTP binding protein 1 pseudogene
646344	LOC646344	similar to hCG2042391
619450	ATP6V1G1P2	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 2
83640	FAM103A1	family with sequence similarity 103, member A1
93556	EGFEM1P	EGF-like and EMI domain containing 1, pseudogene
56919	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33
100131049	[No Symbol]	[No Name]
26530	OR12D1P	olfactory receptor, family 12, subfamily D, member 1 pseudogene
8303	SNN	stannin
51065	RPS27L	ribosomal protein S27-like
9468	PCYT1B	phosphate cytidylyltransferase 1, choline, beta
9831	ZNF623	zinc finger protein 623
54386	TERF2IP	telomeric repeat binding factor 2, interacting protein
283876	FLJ39639	hypothetical protein FLJ39639
57622	LRFN1	leucine rich repeat and fibronectin type III domain containing 1
116444	GRIN3B	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B
79269	DCAF10	DDB1 and CUL4 associated factor 10
219437	OR5L1	olfactory receptor, family 5, subfamily L, member 1
148003	LGALS16	beta-galactoside-binding lectin
203286	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
100128537	C1orf132	chromosome 1 open reading frame 132
10606	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
442215	LOC442215	eukaryotic translation elongation factor 1 alpha 2 pseudogene
58497	PRUNE	prune homolog (Drosophila)
59286	UBL5	ubiquitin-like 5
154881	KCTD7	potassium channel tetramerisation domain containing 7
51535	PPHLN1	periphilin 1
1742	DLG4	discs, large homolog 4 (Drosophila)
100128197	[No Symbol]	[No Name]
55690	PACS1	phosphofurin acidic cluster sorting protein 1
57463	AMIGO1	adhesion molecule with Ig-like domain 1
1123	CHN1	chimerin (chimaerin) 1
81110	OR11J2P	olfactory receptor, family 11, subfamily J, member 2 pseudogene
134510	UBLCP1	ubiquitin-like domain containing CTD phosphatase 1
646555	LOC646555	AT rich interactive domain 3B pseudogene
6990	DYNLT3	dynein, light chain, Tctex-type 3
7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein
441666	LOC441666	zinc finger protein 91 pseudogene
644303	LOC644303	ATP-dependent RNA helicase DDX24-like
2113	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)
26289	AK5	adenylate kinase 5
54970	TTC12	tetratricopeptide repeat domain 12
7259	TSPYL1	TSPY-like 1
8575	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator
93621	MRFAP1	Morf4 family associated protein 1
10206	TRIM13	tripartite motif containing 13
79811	SLTM	SAFB-like, transcription modulator
10162	LPCAT3	lysophosphatidylcholine acyltransferase 3
284358	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator
54816	ZNF280D	zinc finger protein 280D
9751	SNPH	syntaphilin
648665	LOC648665	hypothetical LOC648665
80047	[No Symbol]	[No Name]
11059	WWP1	WW domain containing E3 ubiquitin protein ligase 1
10329	TMEM5	transmembrane protein 5
153364	MBLAC2	metallo-beta-lactamase domain containing 2
2947	GSTM3	glutathione S-transferase mu 3 (brain)
22984	PDCD11	programmed cell death 11
155370	SBDSP1	Shwachman-Bodian-Diamond syndrome pseudogene 1
100129482	ZNF37BP	zinc finger protein 37B, pseudogene
152118	C3orf79	chromosome 3 open reading frame 79
4064	CD180	CD180 molecule
51669	TMEM66	transmembrane protein 66
100132815	LOC100132815	hypothetical LOC100132815
23157	SEPT6	septin 6
6039	RNASE6	ribonuclease, RNase A family, k6
373	TRIM23	tripartite motif containing 23
842	CASP9	caspase 9, apoptosis-related cysteine peptidase
3007	HIST1H1D	histone cluster 1, H1d
23002	DAAM1	dishevelled associated activator of morphogenesis 1
1848	DUSP6	dual specificity phosphatase 6
92806	CENPBD1	CENPB DNA-binding domains containing 1
5603	MAPK13	mitogen-activated protein kinase 13
654369	RPL37P5	ribosomal protein L37 pseudogene 5
100126487	TRNAV-UAC	transfer RNA valine (anticodon UAC)
731223	LOC731223	hypothetical LOC731223
648154	[No Symbol]	[No Name]
2814	GP5	glycoprotein V (platelet)
79640	C22orf46	chromosome 22 open reading frame 46
1880	GPR183	G protein-coupled receptor 183
729678	LOC729678	hypothetical LOC729678
51411	BIN2	bridging integrator 2
135250	RAET1E	retinoic acid early transcript 1E
9550	ATP6V1G1	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1
729614	FLJ37453	hypothetical LOC729614
8366	HIST1H4B	histone cluster 1, H4b
728279	KRTAP2-2	keratin associated protein 2-2
3303	HSPA1A	heat shock 70kDa protein 1A
100129203	LOC100129203	hypothetical LOC100129203
4673	NAP1L1	nucleosome assembly protein 1-like 1
259173	ALS2CL	ALS2 C-terminal like
342898	SYCN	syncollin
9221	NOLC1	nucleolar and coiled-body phosphoprotein 1
54737	MPHOSPH8	M-phase phosphoprotein 8
9046	DOK2	docking protein 2, 56kDa
280658	SSX7	synovial sarcoma, X breakpoint 7
199964	TMEM61	transmembrane protein 61
25865	PRKD2	protein kinase D2
51258	MRPL51	mitochondrial ribosomal protein L51
642852	LOC642852	hypothetical LOC642852
124274	GPR139	G protein-coupled receptor 139
85013	TMEM128	transmembrane protein 128
286336	FAM78A	family with sequence similarity 78, member A
11236	RNF139	ring finger protein 139
84146	ZNF644	zinc finger protein 644
9836	LCMT2	leucine carboxyl methyltransferase 2
85329	LGALS12	lectin, galactoside-binding, soluble, 12
6229	RPS24	ribosomal protein S24
100131041	LOC100131041	FK506 binding protein pseudogene
91603	ZNF830	zinc finger protein 830
4130	MAP1A	microtubule-associated protein 1A
79672	FN3KRP	fructosamine 3 kinase related protein
23658	LSM5	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)
8681	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough
285704	RGMB	RGM domain family, member B
100129562	[No Symbol]	[No Name]
359804	MRPS29P1	mitochondrial ribosomal protein S29 pseudogene 1
2193	FARSA	phenylalanyl-tRNA synthetase, alpha subunit
9063	PIAS2	protein inhibitor of activated STAT, 2
391119	OR10J7P	olfactory receptor, family 10, subfamily J, member 7 pseudogene
283507	SUGT1P3	suppressor of G2 allele of SKP1 (S. cerevisiae) pseudogene 3
1486	CTBS	chitobiase, di-N-acetyl-
405754	ERVFRD-1	endogenous retrovirus group FRD, member 1
10210	TOPORS	topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase
64773	FAM113A	family with sequence similarity 113, member A
400652	RPS3AP49	ribosomal protein S3a pseudogene 49
4306	NR3C2	nuclear receptor subfamily 3, group C, member 2
136895	C7orf31	chromosome 7 open reading frame 31
85865	GTPBP10	GTP-binding protein 10 (putative)
59348	ZNF350	zinc finger protein 350
11319	ECD	ecdysoneless homolog (Drosophila)
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha
57447	NDRG2	NDRG family member 2
387647	LOC387647	patched domain containing 3 pseudogene
81794	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10
79979	TRMT2B	TRM2 tRNA methyltransferase 2 homolog B (S. cerevisiae)
7090	TLE3	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)
10365	KLF2	Kruppel-like factor 2 (lung)
26273	FBXO3	F-box protein 3
643067	LOC643067	HORMA domain containing 1 pseudogene
283953	TMEM114	transmembrane protein 114
8892	EIF2B2	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa
100132049	RPS19P4	ribosomal protein S19 pseudogene 4
8313	AXIN2	axin 2
57587	KIAA1430	KIAA1430
585	BBS4	Bardet-Biedl syndrome 4
727789	RWDD1P3	RWD domain containing 1 pseudogene 3
84837	C14orf128	chromosome 14 open reading frame 128
5924	RASGRF2	Ras protein-specific guanine nucleotide-releasing factor 2
645446	LOC645446	hypothetical LOC645446
100130249	PP2672	hypothetical LOC100130249
2532	DARC	Duffy blood group, chemokine receptor
100133139	RPL12P41	ribosomal protein L12 pseudogene 41
10534	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1
158983	H2BFWT	H2B histone family, member W, testis-specific
100129204	LOC100129204	hypothetical protein LOC100129204
8335	HIST1H2AB	histone cluster 1, H2ab
8434	RECK	reversion-inducing-cysteine-rich protein with kazal motifs
85444	LRRCC1	leucine rich repeat and coiled-coil domain containing 1
54942	C9orf6	chromosome 9 open reading frame 6
25845	PP7080	hypothetical LOC25845
84318	CCDC77	coiled-coil domain containing 77
56257	MEPCE	methylphosphate capping enzyme
117289	TAGAP	T-cell activation RhoGTPase activating protein
7536	SF1	splicing factor 1
11345	GABARAPL2	GABA(A) receptor-associated protein-like 2
54900	LAX1	lymphocyte transmembrane adaptor 1
51735	RAPGEF6	Rap guanine nucleotide exchange factor (GEF) 6
29079	MED4	mediator complex subunit 4
64167	ERAP2	endoplasmic reticulum aminopeptidase 2
284365	MGC45922	hypothetical LOC284365
55860	ACTR10	actin-related protein 10 homolog (S. cerevisiae)
23468	CBX5	chromobox homolog 5
84313	VPS25	vacuolar protein sorting 25 homolog (S. cerevisiae)
221830	TWISTNB	TWIST neighbor
729011	[No Symbol]	[No Name]
81440	OR6R1P	olfactory receptor, family 6, subfamily R, member 1 pseudogene
2483	FRG1	FSHD region gene 1
8678	BECN1	beclin 1, autophagy related
100130872	LOC100130872	hypothetical LOC100130872
22864	R3HDM2	R3H domain containing 2
116984	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
400539	FLJ27243	FLJ27243 protein
3953	LEPR	leptin receptor
100132010	[No Symbol]	[No Name]
158714	[No Symbol]	[No Name]
6750	SST	somatostatin
28976	ACAD9	acyl-CoA dehydrogenase family, member 9
7376	NR1H2	nuclear receptor subfamily 1, group H, member 2
23168	RTF1	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
90673	PPP1R3E	protein phosphatase 1, regulatory (inhibitor) subunit 3E
8698	S1PR4	sphingosine-1-phosphate receptor 4
84692	CCDC54	coiled-coil domain containing 54
28951	TRIB2	tribbles homolog 2 (Drosophila)
231	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)
8302	KLRC4	killer cell lectin-like receptor subfamily C, member 4
5728	PTEN	phosphatase and tensin homolog
51103	NDUFAF1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1
29107	NXT1	NTF2-like export factor 1
387590	psiTPTE22	TPTE pseudogene
401251	C6orf26	chromosome 6 open reading frame 26
50964	SOST	sclerostin
8794	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain
100129854	LOC100129854	arginase, type II pseudogene
7336	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2
55509	BATF3	basic leucine zipper transcription factor, ATF-like 3
145781	GCOM1	GRINL1A complex locus
643072	LOC643072	hypothetical LOC643072
90139	TSPAN18	tetraspanin 18
643977	FLJ32255	hypothetical LOC643977
391121	OR10J4	olfactory receptor, family 10, subfamily J, member 4 (gene/pseudogene)
5154	PDGFA	platelet-derived growth factor alpha polypeptide
391465	LOC391465	STIP1 homology and U-box containing protein 1 pseudogene
79614	[No Symbol]	[No Name]
121054	KRT18P20	keratin 18 pseudogene 20
339983	NAT8L	N-acetyltransferase 8-like (GCN5-related, putative)
27340	UTP20	UTP20, small subunit (SSU) processome component, homolog (yeast)
9792	SERTAD2	SERTA domain containing 2
126767	AADACL3	arylacetamide deacetylase-like 3
643008	C17orf109	chromosome 17 open reading frame 109
441046	GYPELOC441046	glucuronidase, beta pseudogene
3796	KIF2A	kinesin heavy chain member 2A
642635	LOC642635	tubulin, alpha 4a pseudogene
637	BID	BH3 interacting domain death agonist
6609	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal
171568	POLR3H	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)
284	ANGPT1	angiopoietin 1
83719	YPEL3	yippee-like 3 (Drosophila)
1787	TRDMT1	tRNA aspartic acid methyltransferase 1
51526	C20orf111	chromosome 20 open reading frame 111
29078	NDUFAF4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4
339290	LOC339290	hypothetical LOC339290
641638	SNHG6	small nucleolar RNA host gene 6 (non-protein coding)
6588	SLN	sarcolipin
730079	[No Symbol]	[No Name]
729560	[No Symbol]	[No Name]
196415	C12orf77	chromosome 12 open reading frame 77
255231	MCOLN2	mucolipin 2
57599	WDR48	WD repeat domain 48
82500	PKP2P1	plakophilin 2 pseudogene 1
197370	NSMCE1	non-SMC element 1 homolog (S. cerevisiae)
9610	RIN1	Ras and Rab interactor 1
301	ANXA1	annexin A1
1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4
79888	LPCAT1	lysophosphatidylcholine acyltransferase 1
55108	BSDC1	BSD domain containing 1
374443	LOC374443	CLR pseudogene
4656	MYOG	myogenin (myogenic factor 4)
23014	FBXO21	F-box protein 21
6289	SAA2	serum amyloid A2
503569	FLJ35946	hypothetical protein FLJ35946
3298	HSF2	heat shock transcription factor 2
84826	SFT2D3	SFT2 domain containing 3
91039	DPP9	dipeptidyl-peptidase 9
23131	GPATCH8	G patch domain containing 8
147912	SIX5	SIX homeobox 5
729141	LOC729141	chromosome 18 open reading frame 25 pseudogene
127018	LYPLAL1	lysophospholipase-like 1
139818	DOCK11	dedicator of cytokinesis 11
221178	SPATA13	spermatogenesis associated 13
8856	NR1I2	nuclear receptor subfamily 1, group I, member 2
4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
100131851	[No Symbol]	[No Name]
8732	RNGTT	RNA guanylyltransferase and 5'-phosphatase
57562	KIAA1377	KIAA1377
1203	CLN5	ceroid-lipofuscinosis, neuronal 5
10600	USP16	ubiquitin specific peptidase 16
2353	FOS	FBJ murine osteosarcoma viral oncogene homolog
57690	TNRC6C	trinucleotide repeat containing 6C
1939	EIF2D	eukaryotic translation initiation factor 2D
26205	GMEB2	glucocorticoid modulatory element binding protein 2
392371	KRT18P13	keratin 18 pseudogene 13
91574	C12orf65	chromosome 12 open reading frame 65
79857	FLJ13224	hypothetical LOC79857
7353	UFD1L	ubiquitin fusion degradation 1 like (yeast)
1107	CHD3	chromodomain helicase DNA binding protein 3
162993	ZNF846	zinc finger protein 846
27031	NPHP3	nephronophthisis 3 (adolescent)
51650	MRPS33	mitochondrial ribosomal protein S33
145389	SLC38A6	solute carrier family 38, member 6
394	ARHGAP5	Rho GTPase activating protein 5
100131135	LOC100131135	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene
7507	XPA	xeroderma pigmentosum, complementation group A
7534	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
286042	FLJ10661	family with sequence similarity 86, member A pseudogene
100130240	RPS5P2	ribosomal protein S5 pseudogene 2
100131279	LOC100131279	chromosome 2 open reading frame 69 pseudogene
919	CD247	CD247 molecule
158866	ZDHHC15	zinc finger, DHHC-type containing 15
401207	C5orf63	chromosome 5 open reading frame 63
340481	ZDHHC21	zinc finger, DHHC-type containing 21
8021	NUP214	nucleoporin 214kDa
400359	C15orf53	chromosome 15 open reading frame 53
100130912	[No Symbol]	[No Name]
25901	CCDC28A	coiled-coil domain containing 28A
79037	PVRIG	poliovirus receptor related immunoglobulin domain containing
84647	PLA2G12B	phospholipase A2, group XIIB
150771	ITPRIPL1	inositol 1,4,5-trisphosphate receptor interacting protein-like 1
138649	ANKRD19P	ankyrin repeat domain 19, pseudogene
9472	AKAP6	A kinase (PRKA) anchor protein 6
100128465	IFIT6P	interferon-induced protein with tetratricopeptide repeats 6, pseudogene
1032	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
520	ATP5G2P1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) pseudogene 1
57125	PLXDC1	plexin domain containing 1
79314	OR4K6P	olfactory receptor, family 4, subfamily K, member 6 pseudogene
10794	ZNF460	zinc finger protein 460
539	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit
286101	ZNF252	zinc finger protein 252
4295	MLN	motilin
619208	C6orf225	chromosome 6 open reading frame 225
484	ATP1B3P1	ATPase, Na+/K+ transporting, beta 3 pseudogene
283431	GAS2L3	growth arrest-specific 2 like 3
3162	HMOX1	heme oxygenase (decycling) 1
56616	DIABLO	diablo, IAP-binding mitochondrial protein
50616	IL22	interleukin 22
10223	GPA33	glycoprotein A33 (transmembrane)
3687	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)
57111	RAB25	RAB25, member RAS oncogene family
5557	PRIM1	primase, DNA, polypeptide 1 (49kDa)
1855	DVL1	dishevelled, dsh homolog 1 (Drosophila)
25915	NDUFAF3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3
286828	CSN1S2AP	casein alpha s2-like A, pseudogene
6647	SOD1	superoxide dismutase 1, soluble
28960	DCPS	decapping enzyme, scavenger
133619	PRRC1	proline-rich coiled-coil 1
51310	SLC22A17	solute carrier family 22, member 17
7023	TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)
